ticket_id,account_id,created_at,priority,category,resolved_hours
T01693,A0472,2024-02-14,P2,how_to,18.4
T01694,A0472,2024-05-24,P1,how_to,20.2
T01695,A0473,2024-01-23,P1,billing,10.5
T01696,A0473,2024-05-02,P2,access,69.8
T01697,A0474,2024-01-25,P3,access,66.0
T01698,A0474,2024-04-15,P2,access,9.2
T01699,A0474,2024-01-03,P1,outage,41.4
T01700,A0474,2024-05-21,P2,how_to,
T01701,A0474,2024-04-04,P2,access,12.9
T01702,A0475,2024-04-04,P1,bug,62.7
T01703,A0475,2024-01-06,P1,access,70.7
T01704,A0475,2024-02-15,P1,access,39.2
T01705,A0475,2024-01-11,P3,how_to,42.1
T01706,A0475,2024-05-15,P1,bug,36.7
T01707,A0475,2024-04-22,P2,how_to,1.2
T01708,A0476,2024-01-13,P1,how_to,21.6
T01709,A0476,2024-04-07,P2,billing,71.3
T01710,A0476,2024-05-03,P1,access,71.4
T01711,A0476,2024-05-25,P3,bug,63.0
T01712,A0476,2024-04-17,P1,how_to,45.3
T01713,A0477,2024-02-03,P1,how_to,8.8
T01714,A0477,2024-04-12,P1,billing,
T01715,A0478,2024-04-21,P1,outage,24.0
T01716,A0478,2024-05-24,P3,billing,41.0
T01717,A0478,2024-02-23,P3,how_to,3.9
T01718,A0479,2024-02-28,P1,billing,32.4
T01719,A0479,2024-01-05,P1,access,6.7
T01720,A0479,2024-05-22,P1,billing,60.8
T01721,A0480,2024-04-22,P3,access,9.7
T01722,A0481,2024-02-24,P3,billing,37.8
T01723,A0481,2024-06-02,P1,access,34.5
T01724,A0481,2024-05-18,P1,billing,18.0
T01725,A0482,2024-01-04,P2,bug,55.5
T01726,A0482,2024-01-08,P1,outage,53.2
T01727,A0482,2024-01-31,P3,billing,29.9
T01728,A0482,2024-01-19,P1,billing,66.6
T01729,A0482,2024-04-11,P2,bug,30.0
T01730,A0482,2024-03-22,P2,billing,11.2
T01731,A0482,2024-04-14,P3,billing,27.7
T01732,A0482,2024-03-11,P3,how_to,44.3
T01733,A0483,2024-04-16,P3,access,50.8
T01734,A0483,2024-03-18,P3,bug,67.7
T01735,A0483,2024-03-10,P3,how_to,
T01736,A0483,2024-03-23,P1,access,53.5
T01737,A0483,2024-03-12,P3,access,69.5
T01738,A0483,2024-04-11,P3,access,
T01739,A0483,2024-06-13,P1,access,13.5
T01740,A0483,2024-01-11,P1,access,10.1
T01741,A0483,2024-03-05,P2,outage,50.3
T01742,A0484,2024-02-06,P3,outage,13.8
T01743,A0484,2024-02-27,P1,bug,45.7
T01744,A0484,2024-02-22,P3,access,6.5
T01745,A0485,2024-06-25,P2,access,71.2
T01746,A0485,2024-04-12,P3,access,49.0
T01747,A0486,2024-03-10,P3,how_to,23.4
T01748,A0487,2024-02-04,P3,billing,4.1
T01749,A0487,2024-03-17,P3,how_to,38.0
T01750,A0488,2024-02-29,P1,outage,60.4
T01751,A0488,2024-05-01,P1,bug,8.2
T01752,A0488,2024-01-22,P3,access,46.3
T01753,A0488,2024-01-09,P3,bug,70.6
T01754,A0489,2024-03-14,P1,bug,
T01755,A0489,2024-01-03,P2,outage,29.5
T01756,A0489,2024-02-20,P1,outage,
T01757,A0489,2024-05-14,P1,bug,7.7
T01758,A0490,2024-01-15,P1,billing,14.1
T01759,A0490,2024-05-28,P3,bug,53.6
T01760,A0491,2024-02-16,P2,how_to,51.9
T01761,A0491,2024-03-09,P1,billing,33.9
T01762,A0492,2024-04-13,P2,billing,14.1
T01763,A0492,2024-01-15,P1,how_to,68.0
T01764,A0492,2024-03-19,P2,access,71.4
T01765,A0492,2024-03-15,P1,outage,24.5
T01766,A0492,2024-04-01,P1,access,14.6
T01767,A0492,2024-01-01,P2,how_to,70.2
T01768,A0493,2024-03-24,P3,billing,68.8
T01769,A0493,2024-01-10,P2,how_to,33.3
T01770,A0494,2024-03-28,P2,outage,41.8
T01771,A0494,2024-03-15,P2,billing,24.3
T01772,A0494,2024-04-22,P2,bug,44.5
T01773,A0494,2024-06-04,P1,bug,
T01774,A0494,2024-01-07,P3,billing,36.3
T01775,A0495,2024-05-01,P3,billing,38.9
T01776,A0495,2024-03-04,P3,bug,67.4
T01777,A0496,2024-03-18,P2,billing,39.8
T01778,A0496,2024-06-28,P2,bug,63.6
T01779,A0496,2024-04-10,P2,billing,67.3
T01780,A0496,2024-04-27,P3,access,35.6
T01781,A0497,2024-02-22,P2,how_to,8.3
T01782,A0497,2024-06-10,P3,bug,62.7
T01783,A0497,2024-02-11,P3,how_to,55.3
T01784,A0498,2024-02-16,P1,billing,22.6
T01785,A0498,2024-01-27,P3,outage,67.8
T01786,A0499,2024-05-06,P2,how_to,31.3
T01787,A0499,2024-05-13,P3,how_to,57.8
T01788,A0499,2024-04-28,P3,outage,25.6
T01789,A0499,2024-04-07,P1,how_to,56.8
T01790,A0500,2024-05-17,P3,outage,36.5
T01791,A0500,2024-05-10,P2,billing,50.3
T01792,A0501,2024-06-16,P1,access,33.7
T01793,A0501,2024-03-09,P3,billing,
T01794,A0502,2024-04-07,P2,billing,10.4
T01795,A0502,2024-06-14,P3,billing,9.3
T01796,A0502,2024-01-18,P3,billing,12.1
T01797,A0502,2024-01-27,P2,billing,19.0
T01798,A0502,2024-06-09,P2,access,21.3
T01799,A0504,2024-02-27,P2,outage,30.2
T01800,A0504,2024-05-03,P2,billing,67.0
T01801,A0504,2024-06-28,P3,outage,48.8
T01802,A0504,2024-04-15,P1,billing,43.0
T01803,A0504,2024-06-06,P3,how_to,38.7
T01804,A0504,2024-02-25,P3,billing,10.2
T01805,A0504,2024-04-29,P1,how_to,13.2
T01806,A0505,2024-02-08,P2,outage,28.7
T01807,A0505,2024-06-06,P3,outage,49.1
T01808,A0505,2024-02-08,P1,access,30.8
T01809,A0505,2024-06-26,P1,how_to,21.6
T01810,A0505,2024-04-25,P1,access,15.9
T01811,A0505,2024-06-01,P1,billing,21.9
T01812,A0506,2024-01-03,P2,billing,24.6
T01813,A0506,2024-06-11,P2,bug,46.5
T01814,A0506,2024-04-06,P3,billing,6.3
T01815,A0506,2024-04-16,P3,outage,34.3
T01816,A0506,2024-01-28,P2,outage,11.9
T01817,A0507,2024-02-11,P1,outage,37.4
T01818,A0507,2024-01-15,P3,billing,7.5
T01819,A0507,2024-03-10,P2,access,27.0
T01820,A0507,2024-03-09,P3,access,41.4
T01821,A0507,2024-06-27,P3,outage,30.2
T01822,A0508,2024-04-12,P3,bug,39.0
T01823,A0508,2024-05-15,P3,access,4.6
T01824,A0508,2024-03-27,P2,billing,22.4
T01825,A0509,2024-01-21,P3,bug,62.2
T01826,A0509,2024-06-02,P1,outage,5.8
T01827,A0510,2024-03-07,P3,bug,9.5
T01828,A0510,2024-05-02,P2,outage,1.5
T01829,A0510,2024-03-26,P1,how_to,6.3
T01830,A0510,2024-05-17,P3,access,38.2
T01831,A0510,2024-01-27,P1,access,45.0
T01832,A0511,2024-04-01,P1,bug,19.9
T01833,A0511,2024-03-31,P1,how_to,56.2
T01834,A0511,2024-02-24,P3,outage,59.0
T01835,A0511,2024-06-13,P1,access,26.7
T01836,A0512,2024-04-30,P1,bug,13.0
T01837,A0512,2024-03-11,P3,bug,57.0
T01838,A0513,2024-02-09,P3,access,43.1
T01839,A0513,2024-06-08,P2,how_to,
T01840,A0513,2024-03-17,P3,bug,36.3
T01841,A0513,2024-03-29,P3,outage,
T01842,A0514,2024-01-18,P2,bug,1.8
T01843,A0514,2024-05-14,P2,outage,19.6
T01844,A0514,2024-06-20,P1,access,60.5
T01845,A0514,2024-05-26,P2,outage,22.3
T01846,A0514,2024-03-14,P2,how_to,18.2
T01847,A0515,2024-04-17,P2,outage,38.4
T01848,A0516,2024-06-12,P3,access,20.4
T01849,A0516,2024-06-09,P3,outage,19.5
T01850,A0517,2024-05-08,P2,billing,6.8
T01851,A0517,2024-04-24,P2,how_to,56.3
T01852,A0517,2024-02-20,P2,access,43.0
T01853,A0518,2024-05-21,P2,outage,9.7
T01854,A0518,2024-05-29,P2,outage,62.1
T01855,A0518,2024-05-25,P1,access,12.8
T01856,A0519,2024-05-06,P1,how_to,51.1
T01857,A0520,2024-05-09,P2,billing,47.6
T01858,A0520,2024-05-16,P3,outage,67.2
T01859,A0520,2024-02-10,P3,bug,15.1
T01860,A0521,2024-02-10,P1,access,12.3
T01861,A0522,2024-02-01,P3,outage,60.3
T01862,A0522,2024-01-11,P3,billing,64.5
T01863,A0522,2024-03-14,P1,billing,48.4
T01864,A0522,2024-03-25,P1,billing,42.5
T01865,A0522,2024-04-13,P1,access,25.5
T01866,A0523,2024-03-15,P3,bug,23.3
T01867,A0523,2024-03-12,P3,how_to,32.7
T01868,A0523,2024-05-09,P2,outage,55.2
T01869,A0524,2024-05-13,P2,how_to,1.8
T01870,A0525,2024-01-08,P2,bug,26.3
T01871,A0526,2024-04-02,P2,outage,37.0
T01872,A0526,2024-04-03,P3,access,
T01873,A0527,2024-05-10,P3,billing,4.3
T01874,A0528,2024-03-28,P1,bug,7.7
T01875,A0528,2024-05-11,P3,access,25.0
T01876,A0528,2024-01-25,P2,billing,49.1
T01877,A0528,2024-02-06,P1,access,
T01878,A0529,2024-02-05,P2,access,66.6
T01879,A0529,2024-06-17,P3,how_to,62.6
T01880,A0531,2024-02-12,P2,outage,54.6
T01881,A0532,2024-05-23,P3,bug,
T01882,A0533,2024-01-20,P2,bug,43.8
T01883,A0533,2024-05-23,P1,bug,24.5
T01884,A0533,2024-01-19,P2,how_to,15.0
T01885,A0533,2024-01-13,P2,how_to,13.3
T01886,A0533,2024-05-03,P2,access,39.4
T01887,A0534,2024-06-06,P1,bug,37.8
T01888,A0534,2024-01-20,P3,access,47.0
T01889,A0534,2024-03-18,P1,billing,37.0
T01890,A0534,2024-02-17,P2,outage,29.2
T01891,A0534,2024-06-18,P2,bug,19.9
T01892,A0534,2024-02-02,P2,access,71.6
T01893,A0534,2024-06-16,P3,access,33.8
T01894,A0535,2024-01-29,P3,bug,66.1
T01895,A0535,2024-03-24,P1,billing,43.8
T01896,A0535,2024-03-06,P2,how_to,42.6
T01897,A0536,2024-06-17,P2,access,
T01898,A0536,2024-01-05,P2,access,45.1
T01899,A0536,2024-04-01,P2,bug,49.3
T01900,A0536,2024-05-28,P1,outage,21.8
T01901,A0536,2024-06-04,P1,how_to,45.0
T01902,A0537,2024-03-22,P2,access,1.6
T01903,A0537,2024-02-29,P3,bug,39.0
T01904,A0537,2024-02-20,P2,billing,70.2
T01905,A0537,2024-03-25,P2,access,51.6
T01906,A0537,2024-05-12,P1,access,21.1
T01907,A0537,2024-02-17,P1,outage,46.2
T01908,A0538,2024-03-24,P3,bug,44.2
T01909,A0539,2024-03-09,P3,outage,66.7
T01910,A0539,2024-03-08,P3,access,37.5
T01911,A0539,2024-03-17,P1,bug,21.6
T01912,A0539,2024-01-17,P2,how_to,62.1
T01913,A0539,2024-04-19,P2,outage,
T01914,A0540,2024-04-05,P3,bug,68.6
T01915,A0540,2024-04-22,P3,outage,34.4
T01916,A0540,2024-04-01,P1,access,49.4
T01917,A0540,2024-03-06,P1,bug,19.5
T01918,A0541,2024-04-21,P2,access,2.5
T01919,A0541,2024-03-08,P3,bug,45.2
T01920,A0541,2024-04-14,P1,billing,62.4
T01921,A0542,2024-03-25,P3,how_to,
T01922,A0542,2024-03-03,P3,access,5.3
T01923,A0543,2024-03-23,P2,how_to,25.1
T01924,A0543,2024-05-01,P1,billing,62.3
T01925,A0543,2024-05-26,P1,billing,50.2
T01926,A0543,2024-02-09,P1,bug,36.7
T01927,A0543,2024-03-22,P1,bug,50.2
T01928,A0543,2024-03-19,P1,outage,50.3
T01929,A0543,2024-05-13,P1,billing,18.4
T01930,A0543,2024-03-16,P1,how_to,68.6
T01931,A0543,2024-05-04,P2,how_to,5.9
T01932,A0544,2024-03-27,P3,how_to,41.9
T01933,A0544,2024-02-01,P2,bug,3.8
T01934,A0545,2024-06-24,P1,bug,56.0
T01935,A0545,2024-04-26,P2,how_to,64.4
T01936,A0545,2024-04-28,P3,billing,
T01937,A0545,2024-04-15,P2,access,22.9
T01938,A0547,2024-03-22,P3,access,40.6
T01939,A0547,2024-05-25,P3,access,30.7
T01940,A0547,2024-01-29,P3,bug,35.4
T01941,A0547,2024-02-03,P3,outage,37.0
T01942,A0547,2024-05-25,P2,bug,49.8
T01943,A0547,2024-03-17,P1,bug,56.3
T01944,A0547,2024-03-20,P1,how_to,
T01945,A0550,2024-02-18,P3,billing,37.4
T01946,A0550,2024-01-18,P2,bug,58.6
T01947,A0550,2024-06-12,P3,outage,6.5
T01948,A0550,2024-02-20,P1,outage,46.8
T01949,A0550,2024-03-16,P2,how_to,20.9
T01950,A0550,2024-05-22,P1,outage,57.1
T01951,A0550,2024-01-01,P3,how_to,47.5
T01952,A0550,2024-01-22,P3,outage,68.0
T01953,A0551,2024-02-27,P2,how_to,
T01954,A0551,2024-04-08,P1,outage,2.8
T01955,A0551,2024-03-09,P3,access,17.7
T01956,A0552,2024-03-24,P3,how_to,33.8
T01957,A0552,2024-04-08,P1,billing,19.1
T01958,A0552,2024-03-30,P1,access,30.0
T01959,A0552,2024-06-26,P3,how_to,32.0
T01960,A0552,2024-06-03,P1,bug,17.4
T01961,A0552,2024-04-22,P3,outage,44.1
T01962,A0553,2024-02-22,P1,access,15.9
T01963,A0553,2024-06-25,P2,billing,20.1
T01964,A0553,2024-01-02,P1,access,26.4
T01965,A0554,2024-06-11,P3,billing,
T01966,A0554,2024-06-02,P2,outage,4.2
T01967,A0554,2024-05-05,P3,outage,56.0
T01968,A0554,2024-05-16,P3,access,47.1
T01969,A0555,2024-06-01,P3,how_to,
T01970,A0555,2024-05-25,P3,bug,27.8
T01971,A0556,2024-02-29,P3,billing,31.8
T01972,A0556,2024-06-04,P3,how_to,25.0
T01973,A0557,2024-01-28,P1,billing,8.9
T01974,A0557,2024-05-06,P1,outage,43.7
T01975,A0557,2024-06-23,P2,outage,35.7
T01976,A0557,2024-05-26,P2,outage,70.1
T01977,A0557,2024-02-02,P1,access,11.5
T01978,A0557,2024-06-18,P1,outage,56.1
T01979,A0557,2024-05-13,P2,how_to,32.7
T01980,A0557,2024-03-22,P2,how_to,
T01981,A0558,2024-06-01,P2,outage,11.3
T01982,A0558,2024-04-17,P2,access,
T01983,A0558,2024-01-30,P3,how_to,32.4
T01984,A0558,2024-06-18,P2,outage,39.3
T01985,A0558,2024-04-15,P1,billing,53.9
T01986,A0558,2024-02-19,P2,access,55.8
T01987,A0559,2024-01-11,P3,how_to,2.5
T01988,A0559,2024-01-19,P3,outage,41.0
T01989,A0559,2024-06-12,P3,outage,14.6
T01990,A0561,2024-04-28,P3,how_to,65.0
T01991,A0561,2024-04-04,P3,how_to,26.6
T01992,A0562,2024-06-02,P1,billing,43.1
T01993,A0563,2024-01-23,P3,how_to,19.3
T01994,A0563,2024-05-22,P3,billing,67.4
T01995,A0563,2024-05-15,P2,outage,39.9
T01996,A0564,2024-04-19,P2,access,64.1
T01997,A0564,2024-05-27,P1,billing,12.1
T01998,A0564,2024-06-10,P3,outage,13.3
T01999,A0565,2024-06-07,P1,how_to,64.6
T02000,A0565,2024-04-01,P2,access,27.8
T02001,A0565,2024-06-13,P3,how_to,47.0
T02002,A0565,2024-02-19,P2,outage,57.4
T02003,A0565,2024-04-04,P1,how_to,12.7
T02004,A0565,2024-06-13,P3,billing,5.3
T02005,A0565,2024-05-12,P2,access,34.0
T02006,A0565,2024-04-04,P1,access,61.4
T02007,A0566,2024-06-06,P1,outage,28.9
T02008,A0566,2024-04-05,P3,how_to,5.4
T02009,A0566,2024-06-24,P1,access,
T02010,A0566,2024-01-28,P3,access,53.3
T02011,A0566,2024-03-14,P2,bug,7.3
T02012,A0566,2024-06-11,P1,billing,47.4
T02013,A0566,2024-03-21,P2,outage,59.2
T02014,A0566,2024-02-23,P2,bug,
T02015,A0567,2024-01-25,P3,billing,58.7
T02016,A0567,2024-06-12,P2,access,5.4
T02017,A0567,2024-02-21,P3,how_to,64.8
T02018,A0568,2024-05-10,P1,access,53.7
T02019,A0568,2024-03-31,P1,outage,21.7
T02020,A0568,2024-03-09,P2,how_to,1.3
T02021,A0569,2024-02-09,P2,billing,10.4
T02022,A0569,2024-04-07,P2,outage,10.4
T02023,A0569,2024-02-18,P3,access,38.4
T02024,A0571,2024-01-11,P1,bug,58.9
T02025,A0571,2024-03-24,P2,access,15.2
T02026,A0571,2024-06-22,P2,bug,58.7
T02027,A0571,2024-04-26,P2,how_to,42.8
T02028,A0572,2024-03-27,P2,bug,16.0
T02029,A0572,2024-01-19,P3,billing,
T02030,A0572,2024-05-14,P3,outage,68.1
T02031,A0573,2024-05-06,P2,how_to,29.3
T02032,A0573,2024-01-10,P3,outage,68.3
T02033,A0573,2024-06-07,P2,bug,47.4
T02034,A0574,2024-04-06,P3,bug,15.1
T02035,A0574,2024-04-17,P3,how_to,69.7
T02036,A0574,2024-05-08,P3,outage,21.9
T02037,A0575,2024-01-11,P2,how_to,28.1
T02038,A0576,2024-05-24,P1,access,14.4
T02039,A0576,2024-03-08,P2,bug,11.0
T02040,A0576,2024-02-03,P3,outage,
T02041,A0576,2024-04-29,P2,bug,41.2
T02042,A0576,2024-01-23,P1,outage,3.3
T02043,A0576,2024-05-17,P3,how_to,36.2
T02044,A0576,2024-02-12,P1,access,54.5
T02045,A0577,2024-02-08,P2,how_to,12.4
T02046,A0577,2024-06-12,P1,how_to,40.0
T02047,A0577,2024-02-12,P3,outage,32.4
T02048,A0577,2024-05-02,P1,billing,66.7
T02049,A0577,2024-02-17,P3,how_to,67.5
T02050,A0577,2024-03-13,P1,billing,31.4
T02051,A0577,2024-02-07,P2,outage,49.7
T02052,A0577,2024-02-04,P1,access,1.5
T02053,A0577,2024-02-20,P3,how_to,29.0
T02054,A0578,2024-02-11,P1,outage,31.7
T02055,A0579,2024-01-17,P2,outage,46.1
T02056,A0579,2024-03-14,P1,outage,46.8
T02057,A0579,2024-02-10,P1,outage,3.6
T02058,A0579,2024-03-15,P1,outage,3.0
T02059,A0579,2024-01-22,P3,how_to,29.8
T02060,A0580,2024-05-29,P2,bug,
T02061,A0580,2024-01-12,P2,bug,56.6
T02062,A0580,2024-01-12,P3,how_to,25.1
T02063,A0581,2024-02-21,P2,access,44.3
T02064,A0581,2024-02-05,P2,access,17.1
T02065,A0581,2024-02-23,P1,access,63.7
T02066,A0581,2024-06-05,P3,bug,10.0
T02067,A0581,2024-05-04,P1,billing,
T02068,A0582,2024-02-02,P1,bug,55.1
T02069,A0582,2024-03-21,P3,how_to,67.3
T02070,A0582,2024-05-26,P3,bug,18.8
T02071,A0582,2024-04-06,P2,access,24.9
T02072,A0582,2024-03-06,P3,how_to,50.2
T02073,A0582,2024-02-26,P1,billing,71.1
T02074,A0583,2024-05-22,P3,outage,66.5
T02075,A0583,2024-04-05,P2,outage,67.1
T02076,A0583,2024-01-30,P1,billing,
T02077,A0584,2024-02-05,P2,how_to,
T02078,A0584,2024-04-14,P1,billing,43.6
T02079,A0584,2024-06-05,P1,outage,
T02080,A0584,2024-01-18,P1,bug,17.1
T02081,A0585,2024-05-30,P1,bug,43.5
T02082,A0585,2024-01-21,P3,bug,5.5
T02083,A0585,2024-04-20,P2,bug,
T02084,A0585,2024-02-16,P3,outage,68.4
T02085,A0585,2024-02-17,P1,how_to,71.6
T02086,A0585,2024-02-15,P2,how_to,5.2
T02087,A0586,2024-05-07,P3,bug,8.8
T02088,A0586,2024-06-11,P3,how_to,8.4
T02089,A0586,2024-04-28,P1,access,51.4
T02090,A0586,2024-03-24,P3,outage,41.4
T02091,A0586,2024-03-25,P2,outage,2.9
T02092,A0586,2024-03-05,P1,bug,5.0
T02093,A0586,2024-03-05,P3,access,30.4
T02094,A0587,2024-05-15,P2,bug,
T02095,A0587,2024-01-13,P2,outage,28.1
T02096,A0588,2024-06-23,P2,billing,54.9
T02097,A0588,2024-05-29,P2,how_to,9.6
T02098,A0588,2024-03-02,P1,billing,34.6
T02099,A0588,2024-06-07,P1,access,45.3
T02100,A0588,2024-02-18,P1,how_to,26.2
T02101,A0588,2024-05-27,P1,access,31.3
T02102,A0589,2024-03-01,P2,billing,46.3
T02103,A0589,2024-06-24,P3,outage,17.7
T02104,A0589,2024-02-03,P2,billing,66.9
T02105,A0589,2024-04-23,P1,billing,
T02106,A0589,2024-05-12,P2,bug,62.4
T02107,A0591,2024-01-27,P2,outage,35.1
T02108,A0591,2024-06-27,P2,billing,28.6
T02109,A0591,2024-04-01,P1,billing,24.2
T02110,A0591,2024-05-29,P1,billing,33.0
T02111,A0592,2024-03-31,P3,access,40.9
T02112,A0592,2024-04-17,P1,bug,21.3
T02113,A0593,2024-01-22,P1,how_to,56.2
T02114,A0593,2024-03-12,P1,how_to,20.2
T02115,A0593,2024-06-12,P1,how_to,47.8
T02116,A0594,2024-04-16,P2,how_to,8.3
T02117,A0594,2024-01-16,P2,billing,
T02118,A0594,2024-02-19,P2,access,42.9
T02119,A0594,2024-04-25,P1,outage,12.5
T02120,A0594,2024-06-08,P3,billing,33.2
T02121,A0594,2024-06-19,P2,bug,65.3
T02122,A0594,2024-02-23,P3,outage,
T02123,A0595,2024-03-01,P1,billing,11.5
T02124,A0595,2024-05-04,P2,outage,46.0
T02125,A0596,2024-05-15,P1,outage,15.7
T02126,A0596,2024-03-20,P2,access,36.9
T02127,A0596,2024-02-02,P1,bug,29.0
T02128,A0596,2024-01-29,P3,how_to,12.5
T02129,A0596,2024-05-17,P2,how_to,55.2
T02130,A0596,2024-02-14,P1,billing,55.6
T02131,A0596,2024-04-13,P2,billing,33.6
T02132,A0596,2024-03-30,P2,how_to,33.9
T02133,A0596,2024-05-11,P3,bug,10.5
T02134,A0596,2024-03-26,P2,access,44.6
T02135,A0597,2024-04-26,P2,access,60.0
T02136,A0597,2024-06-18,P1,access,24.8
T02137,A0597,2024-03-16,P1,billing,66.8
T02138,A0598,2024-03-03,P3,bug,27.9
T02139,A0598,2024-04-18,P2,outage,59.3
T02140,A0598,2024-04-01,P3,outage,26.8
T02141,A0599,2024-02-12,P1,outage,39.2
T02142,A0599,2024-05-23,P1,how_to,49.5
T02143,A0599,2024-02-18,P2,billing,41.7
T02144,A0599,2024-06-15,P2,billing,48.3
T02145,A0599,2024-05-11,P1,access,
T02146,A0599,2024-05-26,P1,access,3.7
T02147,A0599,2024-04-17,P2,outage,63.1
T02148,A0599,2024-01-31,P3,billing,12.8
T02149,A0600,2024-01-18,P3,access,60.3
T02150,A0600,2024-03-30,P3,access,14.0
T02151,A0601,2024-02-18,P2,access,21.4
T02152,A0602,2024-05-25,P1,bug,18.7
T02153,A0602,2024-04-16,P2,billing,29.4
T02154,A0602,2024-02-27,P1,access,53.5
T02155,A0602,2024-03-21,P1,access,35.9
T02156,A0602,2024-01-12,P1,billing,38.2
T02157,A0602,2024-03-11,P2,how_to,16.6
T02158,A0602,2024-03-12,P2,billing,16.1
T02159,A0602,2024-06-02,P2,billing,17.4
T02160,A0603,2024-06-15,P3,bug,60.1
T02161,A0603,2024-01-14,P2,how_to,56.4
T02162,A0603,2024-04-05,P3,outage,11.5
T02163,A0603,2024-05-06,P3,how_to,
T02164,A0604,2024-01-01,P3,how_to,2.1
T02165,A0604,2024-06-06,P1,outage,64.8
T02166,A0604,2024-05-17,P2,access,10.5
T02167,A0604,2024-01-05,P3,bug,2.4
T02168,A0604,2024-03-10,P2,how_to,35.0
T02169,A0605,2024-01-21,P2,billing,31.7
T02170,A0605,2024-06-18,P1,how_to,14.7
T02171,A0605,2024-03-05,P1,billing,6.0
T02172,A0605,2024-03-25,P2,access,
T02173,A0605,2024-06-09,P2,outage,
T02174,A0605,2024-05-18,P3,outage,28.2
T02175,A0605,2024-01-25,P1,billing,60.3
T02176,A0605,2024-03-06,P2,bug,52.4
T02177,A0605,2024-05-25,P1,bug,26.1
T02178,A0605,2024-03-05,P2,outage,68.9
T02179,A0605,2024-04-28,P2,access,26.9
T02180,A0606,2024-06-24,P1,billing,20.1
T02181,A0607,2024-06-06,P1,access,57.9
T02182,A0607,2024-02-10,P3,access,16.7
T02183,A0607,2024-04-25,P3,bug,39.9
T02184,A0607,2024-06-12,P1,bug,9.2
T02185,A0607,2024-06-19,P2,how_to,
T02186,A0607,2024-03-10,P1,billing,29.4
T02187,A0608,2024-06-25,P3,bug,32.1
T02188,A0608,2024-02-25,P2,how_to,64.0
T02189,A0608,2024-04-24,P2,outage,
T02190,A0609,2024-04-02,P3,outage,20.5
T02191,A0609,2024-05-01,P1,access,16.7
T02192,A0609,2024-05-11,P3,outage,
T02193,A0610,2024-04-21,P1,access,34.7
T02194,A0610,2024-03-07,P2,how_to,48.4
T02195,A0610,2024-05-06,P3,access,6.9
T02196,A0610,2024-04-08,P3,access,31.5
T02197,A0610,2024-04-07,P3,bug,
T02198,A0612,2024-02-19,P3,bug,
T02199,A0612,2024-03-11,P3,billing,23.9
T02200,A0613,2024-03-18,P3,how_to,24.2
T02201,A0613,2024-01-21,P2,billing,35.4
T02202,A0614,2024-01-06,P2,access,26.3
T02203,A0614,2024-05-19,P3,outage,24.6
T02204,A0614,2024-03-31,P2,bug,41.0
T02205,A0614,2024-03-14,P2,bug,37.5
T02206,A0615,2024-04-19,P2,bug,30.5
T02207,A0615,2024-06-22,P2,billing,54.5
T02208,A0615,2024-05-05,P2,access,41.6
T02209,A0615,2024-01-25,P2,how_to,17.3
T02210,A0615,2024-06-02,P3,outage,47.8
T02211,A0615,2024-03-09,P3,bug,22.3
T02212,A0615,2024-03-16,P3,how_to,15.1
T02213,A0615,2024-03-14,P1,billing,40.8
T02214,A0615,2024-03-23,P1,access,60.3
T02215,A0615,2024-03-14,P2,outage,64.9
T02216,A0615,2024-02-22,P2,access,30.8
T02217,A0615,2024-03-26,P3,outage,52.8
T02218,A0616,2024-04-23,P2,billing,7.4
T02219,A0616,2024-02-10,P1,billing,
T02220,A0616,2024-05-12,P3,access,
T02221,A0616,2024-03-24,P1,billing,23.1
T02222,A0616,2024-03-16,P3,billing,33.6
T02223,A0616,2024-04-01,P2,how_to,14.4
T02224,A0616,2024-03-04,P1,outage,29.4
T02225,A0616,2024-06-03,P3,how_to,12.9
T02226,A0617,2024-02-23,P1,billing,35.8
T02227,A0617,2024-05-11,P2,bug,25.6
T02228,A0617,2024-04-14,P1,access,65.5
T02229,A0617,2024-06-27,P3,how_to,12.0
T02230,A0617,2024-04-24,P1,access,
T02231,A0617,2024-05-01,P3,billing,32.7
T02232,A0617,2024-04-28,P2,outage,51.6
T02233,A0617,2024-02-11,P3,how_to,10.6
T02234,A0617,2024-02-23,P2,how_to,7.0
T02235,A0617,2024-03-03,P1,outage,
T02236,A0618,2024-02-25,P3,billing,36.3
T02237,A0618,2024-06-01,P3,how_to,71.1
T02238,A0618,2024-03-31,P1,billing,29.9
T02239,A0619,2024-04-12,P1,billing,62.5
T02240,A0620,2024-05-01,P2,billing,54.8
T02241,A0620,2024-03-29,P2,outage,41.6
T02242,A0620,2024-01-17,P1,billing,10.0
T02243,A0620,2024-03-15,P1,outage,51.1
T02244,A0620,2024-04-30,P2,billing,26.6
T02245,A0620,2024-04-07,P3,outage,65.2
T02246,A0621,2024-02-08,P1,outage,18.4
T02247,A0621,2024-04-06,P1,outage,53.5
T02248,A0621,2024-01-08,P1,how_to,34.8
T02249,A0621,2024-04-26,P1,billing,65.1
T02250,A0621,2024-06-21,P2,outage,8.2
T02251,A0622,2024-04-28,P2,billing,50.2
T02252,A0622,2024-02-05,P3,bug,6.3
T02253,A0622,2024-02-08,P1,bug,58.4
T02254,A0622,2024-01-21,P3,access,
T02255,A0623,2024-03-13,P3,billing,2.3
T02256,A0623,2024-04-01,P3,outage,4.7
T02257,A0623,2024-02-26,P3,bug,13.7
