account_id,month,active_users,events,feature_adoption_score
A0919,2024-02,245,3718,0.174
A0919,2024-03,231,1852,0.162
A0919,2024-04,190,3762,0.099
A0919,2024-05,189,4320,0.45
A0919,2024-06,161,3213,0.162
A0920,2024-01,40,470,0.253
A0920,2024-02,42,391,0.474
A0920,2024-03,77,1654,0.566
A0920,2024-04,66,669,0.756
A0920,2024-05,48,1144,0.474
A0920,2024-06,81,1390,0.66
A0921,2024-01,320,3947,0.481
A0921,2024-02,331,7818,0.487
A0921,2024-03,317,3220,0.485
A0921,2024-04,297,5607,0.458
A0921,2024-05,305,4053,0.567
A0921,2024-06,326,3307,0.752
A0922,2024-01,405,8277,0.286
A0922,2024-02,407,3344,0.567
A0922,2024-03,404,3450,0.385
A0922,2024-04,416,8433,0.476
A0922,2024-05,416,3750,0.401
A0922,2024-06,423,9927,0.739
A0923,2024-01,73,1342,0.173
A0923,2024-02,71,916,0.457
A0923,2024-03,35,461,0.591
A0923,2024-04,18,320,0.391
A0923,2024-05,1,12,0.319
A0923,2024-06,1,8,0.449
A0924,2024-01,356,7086,0.26
A0924,2024-02,316,4154,0.408
A0924,2024-03,302,4094,0.27
A0924,2024-04,292,2950,0.0
A0924,2024-05,275,4664,0.42
A0924,2024-06,268,2488,0.1
A0925,2024-01,248,3570,0.431
A0925,2024-02,242,5567,0.509
A0925,2024-03,229,4466,0.445
A0925,2024-04,184,3323,0.353
A0925,2024-05,170,1449,0.506
A0925,2024-06,157,1418,0.482
A0926,2024-01,165,2125,0.159
A0926,2024-02,140,2079,0.184
A0926,2024-03,139,2834,0.363
A0926,2024-04,135,1316,0.163
A0926,2024-05,95,1256,0.456
A0926,2024-06,78,1832,0.362
A0927,2024-01,403,8886,0.292
A0927,2024-02,362,8245,0.383
A0927,2024-03,369,4297,0.152
A0927,2024-04,348,6980,0.181
A0927,2024-05,324,3941,0.245
A0927,2024-06,304,5194,0.034
A0928,2024-01,175,3452,0.678
A0928,2024-02,187,2279,0.57
A0928,2024-03,154,3551,0.658
A0928,2024-04,183,2735,0.369
A0928,2024-05,173,1946,0.463
A0928,2024-06,183,4184,0.473
A0929,2024-01,391,9665,0.352
A0929,2024-02,374,4438,0.037
A0929,2024-03,340,3694,0.214
A0929,2024-04,321,4814,0.392
A0929,2024-05,328,6823,0.341
A0929,2024-06,299,5114,0.323
A0930,2024-01,234,3674,0.322
A0930,2024-02,200,4663,0.047
A0930,2024-03,199,3456,0.478
A0930,2024-04,168,2996,0.429
A0930,2024-05,161,2423,0.157
A0930,2024-06,133,3319,0.28
A0931,2024-01,225,1949,0.526
A0931,2024-02,227,3385,0.914
A0931,2024-03,231,3466,0.681
A0931,2024-04,247,5974,0.337
A0931,2024-05,223,2978,0.542
A0931,2024-06,222,2478,0.519
A0932,2024-01,353,8382,0.619
A0932,2024-02,340,5023,0.204
A0932,2024-03,301,5241,0.373
A0932,2024-04,295,4124,0.39
A0932,2024-05,286,5790,0.196
A0932,2024-06,249,5711,0.244
A0933,2024-01,43,344,0.409
A0933,2024-02,56,726,0.436
A0933,2024-03,39,766,0.812
A0933,2024-04,62,536,0.707
A0933,2024-05,69,1161,0.695
A0933,2024-06,59,1393,0.605
A0934,2024-01,185,2513,0.117
A0934,2024-02,160,2908,0.261
A0934,2024-03,133,2678,0.365
A0934,2024-04,130,3099,0.194
A0934,2024-05,105,881,0.358
A0934,2024-06,74,1069,0.228
A0935,2024-01,311,4509,0.439
A0935,2024-02,278,6175,0.503
A0935,2024-03,288,3985,0.408
A0935,2024-04,232,2395,0.137
A0935,2024-05,221,2667,0.197
A0935,2024-06,184,1685,0.249
A0936,2024-01,239,3754,0.352
A0936,2024-02,246,2142,0.442
A0936,2024-03,255,2585,0.63
A0936,2024-04,279,3941,0.619
A0936,2024-05,259,2808,0.515
A0936,2024-06,245,2491,0.712
A0937,2024-01,243,4155,0.406
A0937,2024-02,266,2986,0.364
A0937,2024-03,219,3901,0.343
A0937,2024-04,196,4827,0.462
A0937,2024-05,178,2543,0.389
A0937,2024-06,166,2454,0.312
A0938,2024-01,216,1963,0.682
A0938,2024-02,205,3346,0.666
A0938,2024-03,216,5309,0.555
A0938,2024-04,247,4847,0.611
A0938,2024-05,238,5035,0.304
A0938,2024-06,237,2285,0.206
A0939,2024-01,276,4565,0.362
A0939,2024-02,285,4764,0.556
A0939,2024-03,272,4082,0.514
A0939,2024-04,236,4996,0.169
A0939,2024-05,238,4010,0.0
A0939,2024-06,211,4472,0.305
A0940,2024-01,258,5747,0.655
A0940,2024-02,228,5471,0.587
A0940,2024-03,234,5593,0.569
A0940,2024-04,235,4074,0.559
A0940,2024-05,212,2087,0.171
A0940,2024-06,228,4235,0.713
A0941,2024-01,346,7915,0.461
A0941,2024-02,315,3995,0.117
A0941,2024-03,296,2998,0.376
A0941,2024-04,267,4252,0.374
A0941,2024-05,286,5689,0.424
A0941,2024-06,244,2096,0.218
A0942,2024-01,394,5155,0.413
A0942,2024-02,390,5615,0.54
A0942,2024-03,396,9583,0.415
A0942,2024-04,411,6875,0.639
A0942,2024-05,420,5496,0.345
A0942,2024-06,410,5879,0.628
A0943,2024-01,44,830,0.336
A0943,2024-02,65,1503,0.253
A0943,2024-03,54,572,0.531
A0943,2024-04,83,1121,0.345
A0943,2024-05,53,1226,0.569
A0943,2024-06,88,1608,0.818
A0944,2024-01,336,7909,0.186
A0944,2024-02,285,6554,0.126
A0944,2024-03,279,3104,0.383
A0944,2024-04,287,2316,0.269
A0944,2024-05,228,5387,0.354
A0944,2024-06,229,3763,0.171
A0945,2024-01,372,3194,0.62
A0945,2024-02,397,7621,0.533
A0945,2024-03,386,3678,0.521
A0945,2024-04,397,6815,0.571
A0945,2024-05,406,7536,0.752
A0945,2024-06,395,7025,0.477
A0946,2024-01,163,1579,0.522
A0946,2024-02,176,2872,0.611
A0946,2024-03,157,2264,0.542
A0946,2024-04,182,1966,1.0
A0946,2024-05,157,2685,0.593
A0946,2024-06,183,1662,0.586
A0947,2024-01,266,3420,0.328
A0947,2024-02,217,5243,0.14
A0947,2024-03,215,4612,0.23
A0947,2024-04,178,4181,0.353
A0947,2024-05,172,4082,0.415
A0947,2024-06,145,1504,0.329
A0948,2024-01,174,2169,0.601
A0948,2024-02,198,1895,0.602
A0948,2024-03,172,2285,0.28
A0948,2024-04,183,2580,0.645
A0948,2024-05,201,2361,0.633
A0948,2024-06,210,2826,0.596
A0949,2024-01,297,6697,0.228
A0949,2024-02,261,5186,0.166
A0949,2024-03,276,3868,0.401
A0949,2024-04,262,4474,0.361
A0949,2024-05,255,4870,0.437
A0949,2024-06,202,3424,0.2
A0950,2024-01,288,5175,0.437
A0950,2024-02,270,6366,0.311
A0950,2024-03,255,5979,0.227
A0950,2024-04,250,4271,0.218
A0950,2024-05,221,2989,0.399
A0950,2024-06,220,2295,0.358
A0951,2024-01,62,1129,0.483
A0951,2024-02,46,1127,0.095
A0951,2024-03,27,623,0.368
A0951,2024-04,19,241,0.194
A0951,2024-05,17,364,0.394
A0951,2024-06,1,23,0.662
A0952,2024-01,365,4126,0.3
A0952,2024-02,355,5805,0.343
A0952,2024-03,362,4008,0.336
A0952,2024-04,329,3563,0.556
A0952,2024-05,310,5117,0.201
A0952,2024-06,298,2838,0.219
A0953,2024-01,105,851,0.403
A0953,2024-02,116,1951,0.506
A0953,2024-03,106,1433,0.437
A0953,2024-04,93,1576,0.381
A0953,2024-05,88,1211,0.65
A0953,2024-06,94,2285,0.596
A0954,2024-01,168,3934,0.63
A0954,2024-02,165,3663,0.318
A0954,2024-03,158,3319,0.0
A0954,2024-04,120,982,0.512
A0954,2024-05,109,2498,0.262
A0954,2024-06,112,2507,0.249
A0955,2024-01,135,3191,0.37
A0955,2024-02,129,3001,0.165
A0955,2024-03,130,1393,0.188
A0955,2024-04,98,862,0.405
A0955,2024-05,98,1498,0.374
A0955,2024-06,64,697,0.085
A0956,2024-01,210,3249,0.32
A0956,2024-02,211,4060,0.249
A0956,2024-03,191,3620,0.398
A0956,2024-04,165,2578,0.447
A0956,2024-05,122,2134,0.502
A0956,2024-06,118,2943,0.329
A0957,2024-01,133,1270,0.627
A0957,2024-02,98,2276,0.008
A0957,2024-03,111,2508,0.279
A0957,2024-04,99,2225,0.113
A0957,2024-05,40,452,0.506
A0957,2024-06,45,835,0.475
A0958,2024-01,261,5709,0.536
A0958,2024-02,232,3508,0.0
A0958,2024-03,224,2234,0.539
A0958,2024-04,198,2159,0.334
A0958,2024-05,193,2875,0.342
A0958,2024-06,166,2953,0.426
A0959,2024-01,85,734,0.299
A0959,2024-02,50,1205,0.323
A0959,2024-03,16,375,0.338
A0959,2024-04,14,285,0.229
A0959,2024-05,1,10,0.433
A0959,2024-06,1,22,0.326
A0960,2024-01,414,3340,0.394
A0960,2024-02,352,6128,0.331
A0960,2024-03,353,8496,0.334
A0960,2024-04,322,7970,0.292
A0960,2024-05,304,3490,0.568
A0960,2024-06,306,3672,0.373
A0961,2024-01,298,4659,0.269
A0961,2024-02,287,4087,0.576
A0961,2024-03,255,5762,0.488
A0961,2024-04,251,5952,0.238
A0961,2024-05,209,4442,0.217
A0961,2024-06,200,4533,0.669
A0962,2024-01,363,5644,0.457
A0962,2024-02,371,4101,0.281
A0962,2024-03,336,5490,0.146
A0962,2024-04,303,4749,0.391
A0962,2024-05,312,7588,0.122
A0962,2024-06,286,3118,0.23
A0963,2024-01,67,1552,0.522
A0963,2024-02,82,1678,0.522
A0963,2024-03,90,1447,0.347
A0963,2024-04,82,1379,0.535
A0963,2024-05,71,1075,0.656
A0963,2024-06,113,1835,0.288
A0964,2024-01,174,2968,0.578
A0964,2024-02,156,1993,0.538
A0964,2024-03,185,4605,0.691
A0964,2024-04,173,1922,0.636
A0964,2024-05,163,2452,0.446
A0964,2024-06,175,4180,0.573
A0965,2024-01,324,5300,0.346
A0965,2024-02,331,6140,0.039
A0965,2024-03,341,5338,0.49
A0965,2024-04,305,3882,0.33
A0965,2024-05,284,2764,0.442
A0965,2024-06,260,6450,0.311
A0966,2024-01,111,968,0.781
A0966,2024-02,138,2040,0.582
A0966,2024-03,135,2913,0.425
A0966,2024-04,152,3475,0.646
A0966,2024-05,147,2522,0.632
A0966,2024-06,165,2830,0.674
A0967,2024-01,266,4624,0.652
A0967,2024-02,285,4291,0.584
A0967,2024-03,265,6601,0.606
A0967,2024-04,270,3321,0.516
A0967,2024-05,247,5595,0.577
A0967,2024-06,264,3843,0.691
A0968,2024-01,127,1631,0.387
A0968,2024-02,108,2418,0.348
A0968,2024-03,98,1675,0.51
A0968,2024-04,94,2076,0.41
A0968,2024-05,57,834,0.418
A0968,2024-06,14,309,0.517
A0969,2024-01,148,2133,0.269
A0969,2024-02,118,2589,0.187
A0969,2024-03,127,2344,0.203
A0969,2024-04,99,1390,0.767
A0969,2024-05,91,1027,0.248
A0969,2024-06,77,1252,0.515
A0970,2024-01,210,3270,0.436
A0970,2024-02,238,4505,0.312
A0970,2024-03,239,5331,0.452
A0970,2024-04,252,4096,0.547
A0970,2024-05,242,5720,0.45
A0970,2024-06,232,5331,0.3
A0971,2024-01,343,3894,0.554
A0971,2024-02,341,2914,0.589
A0971,2024-03,361,7671,0.587
A0971,2024-04,375,8389,0.553
A0971,2024-05,376,7683,0.535
A0971,2024-06,387,6588,0.502
A0972,2024-01,83,1478,0.662
A0972,2024-02,68,1085,0.458
A0972,2024-03,33,378,0.199
A0972,2024-04,32,638,0.46
A0972,2024-05,3,72,0.283
A0972,2024-06,1,21,0.544
A0973,2024-01,51,627,0.466
A0973,2024-02,18,385,0.145
A0973,2024-03,44,960,0.129
A0973,2024-04,25,292,0.349
A0973,2024-05,28,282,0.195
A0973,2024-06,1,17,0.393
A0974,2024-01,198,2202,0.592
A0974,2024-02,167,2137,0.441
A0974,2024-03,155,2630,0.04
A0974,2024-04,138,3294,0.341
A0974,2024-05,110,1578,0.418
A0974,2024-06,101,1859,0.133
A0975,2024-01,219,2092,0.838
A0975,2024-02,217,3882,0.615
A0975,2024-03,221,5091,0.643
A0975,2024-04,243,3567,0.554
A0975,2024-05,224,4810,0.587
A0975,2024-06,223,5526,0.707
A0976,2024-01,126,2145,0.58
A0976,2024-02,142,1398,0.619
A0976,2024-03,158,2120,0.737
A0976,2024-04,149,2595,0.438
A0976,2024-05,136,2413,0.692
A0976,2024-06,168,2223,0.671
A0977,2024-01,96,1961,0.397
A0977,2024-02,66,953,0.384
A0977,2024-03,45,926,0.238
A0977,2024-04,18,159,0.197
A0977,2024-05,1,15,0.215
A0977,2024-06,1,14,0.183
A0978,2024-01,122,1405,0.435
A0978,2024-02,103,1966,0.586
A0978,2024-03,72,1607,0.289
A0978,2024-04,66,1261,0.247
A0978,2024-05,43,854,0.402
A0978,2024-06,31,700,0.449
A0979,2024-01,209,2753,0.517
A0979,2024-02,204,4276,0.472
A0979,2024-03,185,3311,0.347
A0979,2024-04,169,2260,0.0
A0979,2024-05,159,2397,0.425
A0979,2024-06,147,1862,0.282
A0980,2024-01,339,6200,0.344
A0980,2024-02,358,6812,0.355
A0980,2024-03,331,3926,0.335
A0980,2024-04,313,7235,0.278
A0980,2024-05,297,4758,0.584
A0980,2024-06,258,2179,0.279
A0981,2024-01,106,2198,0.629
A0981,2024-02,94,2304,0.483
A0981,2024-03,94,2115,0.321
A0981,2024-04,36,696,0.537
A0981,2024-05,42,642,0.556
A0981,2024-06,17,308,0.783
A0982,2024-01,247,5629,0.43
A0982,2024-02,284,4083,0.522
A0982,2024-03,266,4985,0.453
A0982,2024-04,278,6934,0.579
A0982,2024-05,288,5365,0.285
A0982,2024-06,310,2649,0.515
A0983,2024-01,74,762,0.354
A0983,2024-02,91,800,0.546
A0983,2024-03,99,943,0.713
A0983,2024-04,82,1057,0.626
A0983,2024-05,81,1006,0.53
A0983,2024-06,101,2050,0.5
A0984,2024-01,387,9099,0.649
A0984,2024-02,394,4889,0.563
A0984,2024-03,392,4347,0.805
A0984,2024-04,389,7313,0.837
A0984,2024-05,379,3177,0.451
A0984,2024-06,409,4555,0.494
A0985,2024-01,268,5170,0.001
A0985,2024-02,246,4210,0.34
A0985,2024-03,230,3478,0.118
A0985,2024-04,214,4246,0.41
A0985,2024-05,182,2806,0.342
A0985,2024-06,175,3792,0.289
A0986,2024-01,345,3351,0.708
A0986,2024-02,381,4535,0.541
A0986,2024-03,362,4091,0.505
A0986,2024-04,395,4191,0.5
A0986,2024-05,398,9129,0.484
A0986,2024-06,388,3588,0.707
A0987,2024-01,75,1310,0.605
A0987,2024-02,69,1703,0.817
A0987,2024-03,75,1465,0.382
A0987,2024-04,104,1252,0.325
A0987,2024-05,90,1442,0.48
A0987,2024-06,103,2337,0.432
A0988,2024-01,221,3758,0.123
A0988,2024-02,218,3403,0.581
A0988,2024-03,184,2448,0.455
A0988,2024-04,162,2566,0.281
A0988,2024-05,151,1970,0.43
A0988,2024-06,130,2213,0.501
A0989,2024-01,46,1126,0.45
A0989,2024-02,27,467,0.5
A0989,2024-03,27,659,0.199
A0989,2024-04,8,70,0.471
A0989,2024-05,5,95,0.212
A0989,2024-06,1,10,0.365
A0990,2024-01,129,1837,0.486
A0990,2024-02,112,2795,0.304
A0990,2024-03,106,1377,0.597
A0990,2024-04,86,1574,0.368
A0990,2024-05,71,581,0.408
A0990,2024-06,40,402,0.0
A0991,2024-01,278,3693,0.298
A0991,2024-02,280,3287,0.583
A0991,2024-03,282,4786,0.6
A0991,2024-04,286,5524,0.728
A0991,2024-05,252,5400,0.632
A0991,2024-06,293,4217,0.395
A0992,2024-01,71,922,0.3
A0992,2024-02,56,883,0.689
A0992,2024-03,51,619,0.232
A0992,2024-04,1,21,0.727
A0992,2024-05,1,16,0.196
A0992,2024-06,1,10,0.666
A0993,2024-01,175,2795,0.448
A0993,2024-02,181,3650,0.752
A0993,2024-03,186,2405,0.752
A0993,2024-04,171,2790,0.44
A0993,2024-05,201,3036,0.377
A0993,2024-06,211,4189,0.534
A0994,2024-01,333,8256,0.538
A0994,2024-02,300,7316,0.444
A0994,2024-03,286,2684,0.179
A0994,2024-04,270,6481,0.203
A0994,2024-05,250,6170,0.334
A0994,2024-06,213,1813,0.299
A0995,2024-01,384,6649,0.604
A0995,2024-02,363,7634,0.556
A0995,2024-03,371,3244,0.527
A0995,2024-04,391,7031,0.486
A0995,2024-05,405,5762,0.757
A0995,2024-06,399,5602,0.444
A0996,2024-01,309,2552,0.344
A0996,2024-02,298,6696,0.641
A0996,2024-03,314,4450,0.599
A0996,2024-04,281,4866,0.596
A0996,2024-05,309,3910,0.527
A0996,2024-06,302,5810,0.759
A0997,2024-01,144,2009,0.347
A0997,2024-02,102,1969,0.338
A0997,2024-03,85,2045,0.365
A0997,2024-04,71,1662,0.451
A0997,2024-05,60,1453,0.157
A0997,2024-06,37,535,0.305
A0998,2024-01,219,5168,0.603
A0998,2024-02,168,2285,0.216
A0998,2024-03,159,1626,0.29
A0998,2024-04,115,2737,0.467
A0998,2024-05,129,1334,0.294
A0998,2024-06,92,1691,0.471
A0999,2024-01,262,3324,0.467
A0999,2024-02,245,4917,0.383
A0999,2024-03,215,2521,0.521
A0999,2024-04,220,2139,0.312
A0999,2024-05,179,3932,0.132
A0999,2024-06,129,2250,0.494
A1000,2024-01,119,2952,0.188
A1000,2024-02,104,2146,0.336
A1000,2024-03,91,1080,0.265
A1000,2024-04,46,867,0.231
A1000,2024-05,51,863,0.558
A1000,2024-06,59,992,0.303
A1001,2024-01,55,823,0.628
A1001,2024-02,42,463,0.615
A1001,2024-03,55,1010,0.548
A1001,2024-04,51,731,0.696
A1001,2024-05,37,590,0.608
A1001,2024-06,50,463,0.358
A1002,2024-01,380,5931,0.318
A1002,2024-02,395,4432,0.482
A1002,2024-03,421,5209,0.701
A1002,2024-04,424,9427,0.632
A1002,2024-05,430,9500,0.861
A1002,2024-06,441,8702,0.696
A1003,2024-01,141,1226,0.367
A1003,2024-02,145,3170,0.552
A1003,2024-03,151,2494,0.507
A1003,2024-04,179,3073,0.477
A1003,2024-05,147,1523,0.463
A1003,2024-06,169,4034,0.562
A1004,2024-01,239,4232,0.479
A1004,2024-02,260,2656,0.528
A1004,2024-03,263,2752,0.83
A1004,2024-04,264,5401,0.41
A1004,2024-05,254,2374,0.396
A1004,2024-06,278,3297,0.423
A1005,2024-01,346,3440,0.453
A1005,2024-02,311,5349,0.437
A1005,2024-03,307,4424,0.371
A1005,2024-04,276,3218,0.432
A1005,2024-05,264,5577,0.583
A1005,2024-06,245,4169,0.301
A1006,2024-01,319,6633,0.662
A1006,2024-02,298,5197,0.344
A1006,2024-03,288,5427,0.253
A1006,2024-04,268,5675,0.387
A1006,2024-05,251,3106,0.328
A1006,2024-06,215,2971,0.299
A1007,2024-01,225,2067,0.54
A1007,2024-02,238,2125,0.606
A1007,2024-03,219,5385,0.497
A1007,2024-04,218,4114,0.51
A1007,2024-05,225,2231,0.572
A1007,2024-06,223,4265,0.474
A1008,2024-01,237,5606,0.768
A1008,2024-02,225,5200,0.39
A1008,2024-03,238,3673,0.606
A1008,2024-04,239,3128,0.24
A1008,2024-05,266,5330,0.591
A1008,2024-06,235,5266,0.493
A1009,2024-01,206,4112,0.288
A1009,2024-02,189,4246,0.206
A1009,2024-03,155,2653,0.05
A1009,2024-04,161,2573,0.284
A1009,2024-05,130,3000,0.205
A1009,2024-06,129,2905,0.182
A1010,2024-01,184,3301,0.784
A1010,2024-02,166,1567,0.235
A1010,2024-03,167,2901,0.585
A1010,2024-04,165,1534,0.529
A1010,2024-05,165,1862,0.584
A1010,2024-06,180,2517,0.506
A1011,2024-01,276,5686,0.335
A1011,2024-02,245,3446,0.23
A1011,2024-03,243,5252,0.281
A1011,2024-04,204,4045,0.037
A1011,2024-05,215,3341,0.265
A1011,2024-06,188,3179,0.598
A1012,2024-01,333,3876,0.379
A1012,2024-02,268,3425,0.687
A1012,2024-03,277,3751,0.427
A1012,2024-04,259,5525,0.244
A1012,2024-05,229,5151,0.338
A1012,2024-06,220,4776,0.33
A1013,2024-01,300,3444,0.231
A1013,2024-02,280,2581,0.552
A1013,2024-03,269,6020,0.306
A1013,2024-04,254,2299,0.709
A1013,2024-05,223,3803,0.498
A1013,2024-06,183,1762,0.367
A1014,2024-01,147,3542,0.51
A1014,2024-02,161,1890,0.266
A1014,2024-03,165,2151,0.491
A1014,2024-04,157,2783,0.618
A1014,2024-05,162,3579,0.727
A1014,2024-06,202,1679,0.279
A1015,2024-01,179,1457,0.623
A1015,2024-02,211,4448,0.684
A1015,2024-03,196,2444,0.75
A1015,2024-04,185,2416,0.554
A1015,2024-05,180,2047,0.674
A1015,2024-06,201,3407,0.55
A1016,2024-01,242,3144,0.272
A1016,2024-02,224,5528,0.4
A1016,2024-03,196,4427,0.829
A1016,2024-04,211,2742,0.478
A1016,2024-05,182,3415,0.392
A1016,2024-06,149,2746,0.54
A1017,2024-01,277,5199,0.857
A1017,2024-02,247,2857,0.854
A1017,2024-03,262,4721,0.496
A1017,2024-04,245,4471,0.571
A1017,2024-05,255,5176,0.804
A1017,2024-06,253,5616,0.444
A1018,2024-01,289,3097,0.626
A1018,2024-02,289,5433,0.383
A1018,2024-03,276,6163,0.554
A1018,2024-04,305,5545,0.428
A1018,2024-05,310,3849,0.651
A1018,2024-06,279,4282,0.706
A1019,2024-01,55,584,0.197
A1019,2024-02,15,278,0.78
A1019,2024-03,23,490,0.217
A1019,2024-04,18,229,0.525
A1019,2024-05,1,23,0.439
A1019,2024-06,1,23,0.495
A1020,2024-01,294,3527,0.376
A1020,2024-02,275,2651,0.476
A1020,2024-03,246,2110,0.371
A1020,2024-04,252,2023,0.42
A1020,2024-05,203,4012,0.461
A1020,2024-06,239,3861,0.246
A1021,2024-01,288,6606,0.708
A1021,2024-02,279,5159,0.306
A1021,2024-03,289,3147,0.51
A1021,2024-04,300,3172,0.707
A1021,2024-05,311,2726,0.682
A1021,2024-06,295,6480,0.342
A1022,2024-01,152,1782,0.403
A1022,2024-02,122,2828,0.069
A1022,2024-03,106,1902,0.399
A1022,2024-04,90,1332,0.21
A1022,2024-05,67,860,0.135
A1022,2024-06,63,831,0.098
A1023,2024-01,300,7267,0.512
A1023,2024-02,302,6459,0.618
A1023,2024-03,342,8329,0.703
A1023,2024-04,327,3752,0.546
A1023,2024-05,326,4604,0.776
A1023,2024-06,337,7683,0.528
A1024,2024-01,269,6434,0.657
A1024,2024-02,248,2965,0.663
A1024,2024-03,268,6549,0.726
A1024,2024-04,254,3720,0.508
A1024,2024-05,255,3004,0.479
A1024,2024-06,265,5799,0.366
A1025,2024-01,348,4213,0.625
A1025,2024-02,327,4201,0.533
A1025,2024-03,311,6011,0.264
A1025,2024-04,295,3360,0.221
A1025,2024-05,283,3386,0.54
A1025,2024-06,252,2085,0.335
A1026,2024-01,150,1627,0.417
A1026,2024-02,149,1652,0.493
A1026,2024-03,126,2893,0.605
A1026,2024-04,140,2165,0.62
A1026,2024-05,155,2133,0.505
A1026,2024-06,172,2206,0.36
A1027,2024-01,129,2202,0.396
A1027,2024-02,112,1319,0.363
A1027,2024-03,97,2165,0.216
A1027,2024-04,69,1170,0.217
A1027,2024-05,75,1810,0.476
A1027,2024-06,54,608,0.485
A1028,2024-01,357,7643,0.709
A1028,2024-02,354,7772,0.356
A1028,2024-03,346,6285,0.539
A1028,2024-04,365,7374,0.401
A1028,2024-05,362,4160,0.507
A1028,2024-06,375,7203,0.575
A1029,2024-01,274,3791,0.405
A1029,2024-02,252,5106,0.31
A1029,2024-03,229,4698,0.339
A1029,2024-04,194,4558,0.481
A1029,2024-05,194,3604,0.543
A1029,2024-06,177,1836,0.528
A1030,2024-01,209,5022,0.574
A1030,2024-02,193,1736,0.521
A1030,2024-03,142,2088,0.161
A1030,2024-04,148,2211,0.487
A1030,2024-05,162,4027,0.417
A1030,2024-06,144,2820,0.255
A1031,2024-01,328,4937,0.43
A1031,2024-02,339,6803,0.263
A1031,2024-03,310,4037,0.774
A1031,2024-04,317,5755,0.746
A1031,2024-05,338,6978,0.372
A1031,2024-06,332,6752,0.465
A1032,2024-01,143,2060,0.43
A1032,2024-02,196,4483,0.298
A1032,2024-03,156,2156,0.379
A1032,2024-04,173,3733,0.571
A1032,2024-05,174,2731,0.613
A1032,2024-06,174,2733,0.525
A1033,2024-01,266,4997,0.139
A1033,2024-02,238,3081,0.012
A1033,2024-03,246,4532,0.6
A1033,2024-04,229,1937,0.316
A1033,2024-05,215,2903,0.496
A1033,2024-06,192,1932,0.381
A1034,2024-01,90,1889,0.288
A1034,2024-02,83,1596,0.162
A1034,2024-03,87,1273,0.134
A1034,2024-04,51,1054,0.494
A1034,2024-05,25,321,0.206
A1034,2024-06,4,34,0.13
A1035,2024-01,368,8606,0.793
A1035,2024-02,401,4087,0.682
A1035,2024-03,383,4009,0.382
A1035,2024-04,392,4686,0.359
A1035,2024-05,394,4240,0.587
A1035,2024-06,406,8582,0.835
A1036,2024-01,236,4968,0.568
A1036,2024-02,211,3655,0.32
A1036,2024-03,221,3381,0.357
A1036,2024-04,199,3019,0.47
A1036,2024-05,191,2405,0.289
A1036,2024-06,155,1730,0.344
A1037,2024-01,259,2313,0.414
A1037,2024-02,207,2573,0.34
A1037,2024-03,188,2352,0.185
A1037,2024-04,195,2963,0.128
A1037,2024-05,163,1531,0.497
A1037,2024-06,168,2341,0.273
A1038,2024-01,292,5193,0.558
A1038,2024-02,312,4465,0.464
A1038,2024-03,294,6820,0.615
A1038,2024-04,331,4189,0.566
A1038,2024-05,304,4205,0.581
A1038,2024-06,315,7863,0.629
A1039,2024-01,148,2351,0.215
A1039,2024-02,133,3237,0.315
A1039,2024-03,138,2726,0.417
A1039,2024-04,107,2094,0.232
A1039,2024-05,97,2046,0.554
A1039,2024-06,82,1085,0.13
A1040,2024-01,263,3235,0.586
A1040,2024-02,275,5617,0.623
A1040,2024-03,255,2684,0.638
A1040,2024-04,284,4745,0.528
A1040,2024-05,281,5980,0.31
A1040,2024-06,245,5554,0.293
A1041,2024-01,195,2247,0.188
A1041,2024-02,151,3677,0.653
A1041,2024-03,139,1684,0.396
A1041,2024-04,127,1217,0.696
A1041,2024-05,90,1304,0.253
A1041,2024-06,106,2094,0.203
A1042,2024-01,336,3545,0.657
A1042,2024-02,349,6653,0.836
A1042,2024-03,365,7986,0.214
A1042,2024-04,360,3122,0.362
A1042,2024-05,340,8006,0.349
A1042,2024-06,343,7373,0.636
A1043,2024-01,386,7132,0.584
A1043,2024-02,386,8979,0.475
A1043,2024-03,376,9364,0.422
A1043,2024-04,383,4698,0.439
A1043,2024-05,416,3469,0.727
A1043,2024-06,416,3474,0.717
A1044,2024-01,289,2466,0.449
A1044,2024-02,264,2678,0.441
A1044,2024-03,283,3732,0.442
A1044,2024-04,279,4048,0.654
A1044,2024-05,287,5258,0.571
A1044,2024-06,274,4115,0.635
A1045,2024-01,412,4081,0.542
A1045,2024-02,378,7406,0.319
A1045,2024-03,375,5545,0.168
A1045,2024-04,328,6578,0.24
A1045,2024-05,325,3810,0.286
A1045,2024-06,323,7311,0.583
A1046,2024-01,265,4411,0.704
A1046,2024-02,279,5634,0.458
A1046,2024-03,273,3799,0.7
A1046,2024-04,301,6254,0.595
A1046,2024-05,290,5432,0.718
A1046,2024-06,276,3051,0.552
A1047,2024-01,93,1698,0.525
A1047,2024-02,93,1506,0.482
A1047,2024-03,76,1536,0.538
A1047,2024-04,67,997,0.535
A1047,2024-05,88,1966,0.327
A1047,2024-06,95,1608,0.674
A1048,2024-01,187,1895,0.29
A1048,2024-02,141,2757,0.471
A1048,2024-03,115,2536,0.316
A1048,2024-04,90,2187,0.0
A1048,2024-05,92,1951,0.004
A1048,2024-06,80,1771,0.313
A1049,2024-01,58,1349,0.816
A1049,2024-02,69,602,0.477
