account_id,account_name,plan,region,seats,mrr,contract_start,churned,churn_reason_code,days_to_observed_churn
A0977,Acme Tenant 0977,Starter,NA,49,351.0,2023-06-05,1,competitor,116
A0978,Acme Tenant 0978,Pro,EU,21,476.0,2023-05-04,1,low_usage,69
A0979,Acme Tenant 0979,Enterprise,EU,52,4990.0,2024-05-09,1,competitor,64
A0980,Acme Tenant 0980,Starter,NA,76,585.0,2024-05-04,1,support,23
A0981,Acme Tenant 0981,Starter,NA,59,429.0,2024-03-23,1,support,95
A0982,Acme Tenant 0982,Pro,APAC,38,833.0,2024-03-07,0,none,-1
A0983,Acme Tenant 0983,Starter,APAC,24,156.0,2023-05-23,0,none,-1
A0984,Acme Tenant 0984,Enterprise,NA,83,7984.0,2023-11-25,0,none,-1
A0985,Acme Tenant 0985,Pro,NA,9,119.0,2023-05-13,1,price,9
A0986,Acme Tenant 0986,Pro,NA,68,1547.0,2024-05-10,0,none,-1
A0987,Acme Tenant 0987,Starter,NA,22,156.0,2023-10-12,0,none,-1
A0988,Acme Tenant 0988,Starter,NA,20,156.0,2023-07-02,1,low_usage,61
A0989,Acme Tenant 0989,Starter,NA,20,156.0,2023-08-14,1,price,72
A0990,Acme Tenant 0990,Starter,EU,43,312.0,2023-01-12,1,low_usage,32
A0991,Acme Tenant 0991,Pro,APAC,63,1428.0,2023-02-21,0,none,-1
A0992,Acme Tenant 0992,Enterprise,EU,126,12475.0,2023-07-25,1,support,111
A0993,Acme Tenant 0993,Pro,NA,28,595.0,2023-03-09,0,none,-1
A0994,Acme Tenant 0994,Starter,NA,71,546.0,2024-03-14,1,competitor,62
A0995,Acme Tenant 0995,Pro,EU,54,1190.0,2023-04-23,0,none,-1
A0996,Acme Tenant 0996,Starter,NA,4,39.0,2023-04-09,0,none,-1
A0997,Acme Tenant 0997,Pro,NA,42,952.0,2023-05-25,1,price,8
A0998,Acme Tenant 0998,Starter,NA,47,351.0,2023-04-30,1,support,48
A0999,Acme Tenant 0999,Starter,APAC,56,429.0,2023-03-15,1,price,60
A1000,Acme Tenant 1000,Starter,EU,28,195.0,2024-04-18,1,low_usage,53
A1001,Acme Tenant 1001,Pro,NA,74,1666.0,2024-03-11,0,none,-1
A1002,Acme Tenant 1002,Starter,NA,30,234.0,2023-11-02,0,none,-1
A1003,Acme Tenant 1003,Pro,NA,7,119.0,2023-01-24,0,none,-1
A1004,Acme Tenant 1004,Pro,NA,64,1428.0,2024-03-23,0,none,-1
A1005,Acme Tenant 1005,Starter,EU,62,468.0,2023-08-25,1,competitor,76
A1006,Acme Tenant 1006,Pro,APAC,18,357.0,2023-11-13,1,low_usage,96
A1007,Acme Tenant 1007,Starter,EU,56,429.0,2023-05-08,0,none,-1
A1008,Acme Tenant 1008,Starter,APAC,20,156.0,2023-09-14,0,none,-1
A1009,Acme Tenant 1009,Pro,EU,45,1071.0,2024-02-11,1,support,105
A1010,Acme Tenant 1010,Pro,EU,22,476.0,2023-05-15,0,none,-1
A1011,Acme Tenant 1011,Starter,NA,37,273.0,2023-10-17,1,none,68
A1012,Acme Tenant 1012,Proo,EU,23,156.0,2023-12-08,1,low_usage,94
A1013,Acme Tenant 1013,Starter,NA,3,39.0,2024-02-11,1,low_usage,119
A1014,Acme Tenant 1014,Pro,NA,3,119.0,2023-10-03,0,none,-1
A1015,Acme Tenant 1015,Starter,EU,12,78.0,2024-01-31,0,none,-1
A1016,Acme Tenant 1016,Starter,NA,17,117.0,2023-05-13,1,none,78
A1017,Acme Tenant 1017,Pro,EU,44,952.0,2023-06-21,0,none,-1
A1018,Acme Tenant 1018,Enterprise,EU,34,2994.0,2023-03-12,0,none,-1
A1019,Acme Tenant 1019,Starter,NA,31,234.0,2024-01-26,1,competitor,34
A1020,Acme Tenant 1020,Pro,NA,62,1428.0,2024-04-13,1,none,43
A1021,Acme Tenant 1021,Starter,EU,49,351.0,2023-06-20,0,none,-1
A1022,Acme Tenant 1022,Pro,NA,72,1666.0,2024-03-27,1,price,29
A1023,Acme Tenant 1023,Proo,EU,65,507.0,2023-09-01,0,none,-1
A1024,Acme Tenant 1024,Pro,EU,2,119.0,2023-04-21,0,none,-1
A1025,Acme Tenant 1025,Starter,APAC,10,78.0,2024-03-19,1,none,83
A1026,Acme Tenant 1026,Pro,APAC,35,833.0,2023-02-24,0,none,-1
A1027,Acme Tenant 1027,Enterprise,APAC,29,2495.0,2023-07-12,1,low_usage,13
A1028,Acme Tenant 1028,Starter,NA,78,585.0,2024-04-27,0,none,-1
A1029,Acme Tenant 1029,Starter,NA,48,351.0,2024-04-16,1,low_usage,43
A1030,Acme Tenant 1030,Starter,NA,75,585.0,2023-09-17,1,low_usage,115
A1031,Acme Tenant 1031,Pro,NA,67,1547.0,2024-03-24,0,none,-1
A1032,Acme Tenant 1032,Pro,EU,43,952.0,2023-05-21,0,none,-1
A1033,Acme Tenant 1033,Starter,NA,41,312.0,2023-09-12,1,none,35
A1034,Acme Tenant 1034,Starter,NA,56,429.0,2024-05-02,1,price,54
A1035,Acme Tenant 1035,Enterprise,NA,2,499.0,2024-02-05,0,none,-1
A1036,Acme Tenant 1036,Pro,APAC,10,238.0,2023-10-03,1,none,32
A1037,Acme Tenant 1037,Pro,NA,47,1071.0,2024-01-04,1,competitor,49
A1038,Acme Tenant 1038,Pro,APAC,62,1428.0,2023-09-07,0,none,-1
A1039,Acme Tenant 1039,Pro,NA,4,119.0,2023-09-30,1,support,108
A1040,Acme Tenant 1040,Pro,APAC,59,1309.0,2023-01-21,0,none,-1
A1041,Acme Tenant 1041,Starter,APAC,50,390.0,2023-12-14,1,none,96
A1042,Acme Tenant 1042,Pro,NA,58,1309.0,2023-09-09,0,none,-1
A1043,Acme Tenant 1043,Enterprise,EU,109,10479.0,2024-05-11,0,none,-1
A1044,Acme Tenant 1044,Starter,EU,48,351.0,2024-04-06,0,none,-1
A1045,Acme Tenant 1045,Pro,NA,43,952.0,2023-02-28,1,none,7
A1046,Acme Tenant 1046,Enterprise,NA,248,24451.0,2023-05-21,0,none,-1
A1047,Acme Tenant 1047,Pro,NA,72,1666.0,2023-03-02,0,none,-1
A1048,Acme Tenant 1048,Enterprise,EU,102,9980.0,2023-02-24,1,support,46
A1049,Acme Tenant 1049,Enterprise,NA,58,5489.0,2024-04-16,0,none,-1
A1050,Acme Tenant 1050,Pro,EU,79,1785.0,2023-09-20,0,none,-1
A1051,Acme Tenant 1051,Pro,APAC,54,1190.0,2024-02-21,1,low_usage,116
A1052,Acme Tenant 1052,Pro,EU,27,595.0,2023-05-24,1,competitor,10
A1053,Acme Tenant 1053,Starter,APAC,11,78.0,2023-01-19,1,none,28
A1054,Acme Tenant 1054,Starter,APAC,30,234.0,2023-04-28,0,none,-1
A1055,Acme Tenant 1055,Pro,NA,5,119.0,2024-01-14,0,none,-1
A1056,Acme Tenant 1056,Pro,EU,7,119.0,2023-08-06,1,none,30
A1057,Acme Tenant 1057,Pro,NA,51,1190.0,2023-03-28,0,none,-1
A1058,Acme Tenant 1058,Pro,NA,46,1071.0,2024-01-06,0,none,-1
A1059,Acme Tenant 1059,Starter,NA,19,117.0,2023-01-29,0,none,-1
A1060,Acme Tenant 1060,Pro,NA,15,357.0,2023-04-12,0,none,-1
A1061,Acme Tenant 1061,Starter,EU,23,156.0,2024-02-12,1,price,30
A1062,Acme Tenant 1062,Pro,NA,5,119.0,2023-02-17,0,none,-1
A1063,Acme Tenant 1063,Pro,APAC,50,1190.0,2023-05-01,1,low_usage,43
A1064,Acme Tenant 1064,Starter,NA,7,39.0,2024-04-19,1,price,87
A1065,Acme Tenant 1065,Starter,EU,77,585.0,2023-05-24,1,low_usage,65
A1066,Acme Tenant 1066,Pro,NA,36,833.0,2023-08-28,0,none,-1
A1067,Acme Tenant 1067,Pro,EU,20,476.0,2023-01-25,1,competitor,81
A1068,Acme Tenant 1068,Starter,EU,17,117.0,2023-06-05,1,support,33
A1069,Acme Tenant 1069,Enterprise,APAC,161,15968.0,2023-03-14,1,support,48
A1070,Acme Tenant 1070,Starter,NA,66,507.0,2024-01-04,1,competitor,7
A1071,Acme Tenant 1071,Enterprise,NA,19,1497.0,2024-03-30,0,none,-1
A1072,Acme Tenant 1072,Starter,APAC,37,273.0,2023-10-07,0,none,-1
A1073,Acme Tenant 1073,Starter,APAC,57,429.0,2023-12-17,1,competitor,96
A1074,Acme Tenant 1074,Pro,NA,16,357.0,2023-06-15,0,none,-1
A1075,Acme Tenant 1075,Starter,NA,23,156.0,2024-05-03,0,none,-1
A1076,Acme Tenant 1076,Starter,NA,39,273.0,2023-06-27,1,low_usage,9
A1077,Acme Tenant 1077,Pro,EU,69,1547.0,2023-11-20,1,price,112
A1078,Acme Tenant 1078,Starter,NA,78,585.0,2023-09-22,1,competitor,42
A1079,Acme Tenant 1079,Pro,NA,77,1785.0,2023-12-22,1,none,19
A1080,Acme Tenant 1080,Enterprise,APAC,174,16966.0,2023-06-06,0,none,-1
A1081,Acme Tenant 1081,Starter,NA,2,39.0,2023-12-01,1,support,57
A1082,Acme Tenant 1082,Starter,EU,3,39.0,2023-12-24,1,competitor,56
A1083,Acme Tenant 1083,Enterprise,NA,7,499.0,2023-12-29,0,none,-1
A1084,Acme Tenant 1084,Starter,APAC,18,117.0,2024-03-03,0,none,-1
A1085,Acme Tenant 1085,Starter,NA,57,429.0,2023-09-19,1,none,116
A1086,Acme Tenant 1086,Pro,NA,30,714.0,2024-01-18,0,none,-1
A1087,Acme Tenant 1087,Starter,NA,76,585.0,2023-07-06,1,low_usage,89
A1088,Acme Tenant 1088,Starter,APAC,64,468.0,2023-04-17,1,support,109
A1089,Acme Tenant 1089,Pro,EU,59,1309.0,2023-08-28,0,none,-1
A1090,Acme Tenant 1090,Starter,NA,38,273.0,2023-08-13,0,none,-1
A1091,Acme Tenant 1091,Starter,NA,14,78.0,2023-06-11,1,competitor,20
A1092,Acme Tenant 1092,Starter,NA,21,156.0,2023-12-26,1,competitor,39
A1093,Acme Tenant 1093,Enterprise,NA,133,12974.0,2023-09-15,0,none,-1
A1094,Acme Tenant 1094,Starter,EU,17,117.0,2023-10-14,0,none,-1
A1095,Acme Tenant 1095,Starter,EU,46,351.0,2023-03-22,1,support,49
A1096,Acme Tenant 1096,Starter,APAC,71,546.0,2023-03-04,1,support,74
A1097,Acme Tenant 1097,Pro,NA,8,119.0,2023-10-07,1,support,18
A1098,Acme Tenant 1098,Starter,NA,2,39.0,2024-04-01,0,none,-1
A1099,Acme Tenant 1099,Pro,NA,14,238.0,2023-06-22,0,none,-1
A1100,Acme Tenant 1100,Pro,APAC,7,119.0,2023-10-12,1,support,119
A1101,Acme Tenant 1101,Pro,NA,23,476.0,2023-03-25,1,price,49
A1102,Acme Tenant 1102,Starter,APAC,10,78.0,2023-07-04,1,price,98
A1103,Acme Tenant 1103,Pro,EU,38,833.0,2023-09-18,1,price,88
A1104,Acme Tenant 1104,Starter,EU,23,156.0,2023-05-02,0,none,-1
A1105,Acme Tenant 1105,Starter,NA,18,117.0,2024-02-21,0,none,-1
A1106,Acme Tenant 1106,Pro,NA,60,1428.0,2023-10-21,0,none,-1
A1107,Acme Tenant 1107,Enterprise,NA,224,21956.0,2023-12-26,1,support,30
A1108,Acme Tenant 1108,Starter,EU,52,390.0,2023-04-14,0,none,-1
A1109,Acme Tenant 1109,Starter,NA,12,78.0,2024-04-23,0,none,-1
A1110,Acme Tenant 1110,Starter,APAC,27,195.0,2023-03-07,0,none,-1
A1111,Acme Tenant 1111,Starter,EU,26,195.0,2023-03-29,0,none,-1
A1112,Acme Tenant 1112,Starter,NA,30,234.0,2023-07-31,1,low_usage,31
A1113,Acme Tenant 1113,Pro,APAC,27,595.0,2024-04-03,0,none,-1
A1114,Acme Tenant 1114,Starter,NA,26,195.0,2023-05-17,1,low_usage,100
A1115,Acme Tenant 1115,Pro,EU,71,1666.0,2023-01-09,1,price,39
A1116,Acme Tenant 1116,Starter,APAC,79,585.0,2023-11-04,1,price,19
A1117,Acme Tenant 1117,Pro,APAC,52,1190.0,2023-06-09,1,competitor,103
A1118,Acme Tenant 1118,Pro,APAC,44,952.0,2023-01-23,1,price,72
A1119,Acme Tenant 1119,Starter,EU,25,195.0,2023-07-09,0,none,-1
A1120,Acme Tenant 1120,Pro,EU,75,1785.0,2023-07-28,1,support,89
A1121,Acme Tenant 1121,Pro,NA,57,1309.0,2023-04-19,1,none,16
A1122,Acme Tenant 1122,Pro,NA,2,119.0,2023-01-14,0,none,-1
A1123,Acme Tenant 1123,Enterprise,NA,115,11477.0,2023-07-09,1,support,78
A1124,Acme Tenant 1124,Pro,NA,16,357.0,2023-08-27,0,none,-1
A1125,Acme Tenant 1125,Starter,NA,58,429.0,2023-04-15,0,none,-1
A1126,Acme Tenant 1126,Starter,NA,70,546.0,2024-01-16,1,low_usage,27
A1127,Acme Tenant 1127,Enterprise,NA,173,16966.0,2023-04-05,1,support,97
A1128,Acme Tenant 1128,Pro,APAC,41,952.0,2023-02-13,0,none,-1
A1129,Acme Tenant 1129,Pro,NA,66,1547.0,2023-10-03,0,none,-1
A1130,Acme Tenant 1130,Starter,NA,40,312.0,2023-07-06,1,price,28
A1131,Acme Tenant 1131,Pro,APAC,57,1309.0,2023-05-18,1,low_usage,65
A1132,Acme Tenant 1132,Pro,NA,36,833.0,2023-10-27,1,none,111
A1133,Acme Tenant 1133,Proo,NA,26,595.0,2023-02-15,1,low_usage,70
A1134,Acme Tenant 1134,Starter,APAC,68,507.0,2024-02-23,1,none,87
A1135,Acme Tenant 1135,Starter,EU,6,39.0,2023-01-25,1,none,101
A1136,Acme Tenant 1136,Enterprise,NA,102,9980.0,2023-07-23,0,none,-1
A1137,Acme Tenant 1137,Enterprise,NA,223,21956.0,2023-10-09,0,none,-1
A1138,Acme Tenant 1138,Pro,EU,19,357.0,2023-03-11,1,competitor,95
A1139,Acme Tenant 1139,Starter,EU,21,156.0,2023-10-07,0,none,-1
A1140,Acme Tenant 1140,Starter,EU,54,390.0,2023-10-06,1,low_usage,60
A1141,Acme Tenant 1141,Enterprise,NA,38,3493.0,2023-06-14,1,low_usage,33
A1142,Acme Tenant 1142,Starter,APAC,69,507.0,2023-03-25,0,none,-1
A1143,Acme Tenant 1143,Pro,APAC,63,1428.0,2023-07-15,1,price,73
A1144,Acme Tenant 1144,Starter,APAC,27,195.0,2023-12-14,1,none,104
A1145,Acme Tenant 1145,Starter,APAC,50,390.0,2023-01-11,1,price,49
A1146,Acme Tenant 1146,Pro,NA,10,238.0,2023-03-07,0,none,-1
A1147,Acme Tenant 1147,Pro,NA,62,1428.0,2023-11-29,0,none,-1
A1148,Acme Tenant 1148,Pro,NA,21,476.0,2023-11-11,1,none,97
A1149,Acme Tenant 1149,Starter,APAC,45,351.0,2024-04-09,1,price,31
A1150,Acme Tenant 1150,Pro,EU,40,952.0,2024-05-12,0,none,-1
A1151,Acme Tenant 1151,Starter,EU,77,585.0,2023-01-21,1,competitor,64
A1152,Acme Tenant 1152,Pro,NA,17,357.0,2023-03-11,1,low_usage,29
A1153,Acme Tenant 1153,Pro,EU,10,238.0,2023-12-29,0,none,-1
A1154,Acme Tenant 1154,Starter,EU,9,39.0,2024-04-28,0,none,-1
A1155,Acme Tenant 1155,Starter,EU,30,234.0,2023-08-18,1,competitor,95
A1156,Acme Tenant 1156,Starter,EU,58,429.0,2023-10-21,1,none,73
A1157,Acme Tenant 1157,Pro,APAC,16,357.0,2024-04-04,0,none,-1
A1158,Acme Tenant 1158,Starter,NA,30,234.0,2024-05-12,1,competitor,116
A1159,Acme Tenant 1159,Pro,NA,37,833.0,2023-03-14,0,none,-1
A1160,Acme Tenant 1160,Starter,EU,30,234.0,2023-11-21,1,support,118
A1161,Acme Tenant 1161,Enterprise,APAC,49,4491.0,2023-07-27,0,none,-1
A1162,Acme Tenant 1162,Enterprise,EU,98,9481.0,2023-11-16,0,none,-1
A1163,Acme Tenant 1163,Enterprise,EU,161,15968.0,2023-12-13,0,none,-1
A1164,Acme Tenant 1164,Pro,NA,52,1190.0,2023-05-01,1,competitor,69
A1165,Acme Tenant 1165,Pro,NA,20,476.0,2023-10-11,0,none,-1
A1166,Acme Tenant 1166,Enterprise,APAC,10,998.0,2023-12-12,1,support,73
A1167,Acme Tenant 1167,Enterprise,NA,233,22954.0,2023-11-01,0,none,-1
A1168,Acme Tenant 1168,Starter,EU,41,312.0,2023-08-30,1,competitor,61
A1169,Acme Tenant 1169,Starter,EU,28,195.0,2024-01-12,1,competitor,97
A1170,Acme Tenant 1170,Pro,EU,55,1309.0,2024-01-05,0,none,-1
A1171,Acme Tenant 1171,Starter,EU,35,273.0,2023-09-20,1,low_usage,28
A1172,Acme Tenant 1172,Enterprise,APAC,91,8982.0,2023-01-14,0,none,-1
A1173,Acme Tenant 1173,Starter,APAC,70,546.0,2023-06-30,0,none,-1
A1174,Acme Tenant 1174,Starter,EU,72,546.0,2023-08-09,0,none,-1
A1175,Acme Tenant 1175,Pro,NA,22,476.0,2023-03-09,0,none,-1
A1176,Acme Tenant 1176,Starter,APAC,32,234.0,2024-04-08,0,none,-1
A1177,Acme Tenant 1177,Starter,NA,65,507.0,2023-11-06,0,none,-1
A1178,Acme Tenant 1178,Starter,EU,43,312.0,2023-09-11,0,none,-1
A1179,Acme Tenant 1179,Pro,APAC,2,119.0,2024-04-29,0,none,-1
A1180,Acme Tenant 1180,Starter,EU,38,273.0,2023-04-16,1,competitor,54
A1181,Acme Tenant 1181,Pro,NA,76,1785.0,2023-01-09,0,none,-1
A1182,Acme Tenant 1182,Starter,EU,18,117.0,2023-01-07,0,none,-1
A1183,Acme Tenant 1183,Starter,EU,71,546.0,2023-09-29,1,none,21
A1184,Acme Tenant 1184,Pro,APAC,61,1428.0,2023-02-17,1,competitor,69
A1185,Acme Tenant 1185,Starter,NA,68,507.0,2023-05-02,0,none,-1
A1186,Acme Tenant 1186,Starter,NA,37,273.0,2024-03-02,1,none,67
A1187,Acme Tenant 1187,Starter,NA,1,39.0,2024-05-04,0,none,-1
A1188,Acme Tenant 1188,Enterprise,NA,248,24451.0,2023-05-16,1,price,18
A1189,Acme Tenant 1189,Pro,EU,42,952.0,2023-08-06,1,support,13
A1190,Acme Tenant 1190,Starter,APAC,47,351.0,2023-01-21,1,price,20
A1191,Acme Tenant 1191,Enterprise,APAC,46,4491.0,2023-01-29,1,none,87
A1192,Acme Tenant 1192,Pro,NA,38,833.0,2023-12-31,0,none,-1
A1193,Acme Tenant 1193,Pro,NA,48,1071.0,2023-07-28,0,none,-1
A1194,Acme Tenant 1194,Enterprise,NA,242,23952.0,2023-01-27,0,none,-1
A1195,Acme Tenant 1195,Enterprise,APAC,226,22455.0,2023-09-27,0,none,-1
A1196,Acme Tenant 1196,Starter,NA,39,273.0,2023-12-16,1,low_usage,8
A1197,Acme Tenant 1197,Starter,NA,55,429.0,2023-02-14,1,competitor,15
A1198,Acme Tenant 1198,Starter,APAC,10,78.0,2023-01-14,1,low_usage,61
A1199,Acme Tenant 1199,Starter,NA,24,156.0,2024-01-22,1,low_usage,111
A1200,Acme Tenant 1200,Pro,NA,39,833.0,2023-12-12,0,none,-1
